mets,metNames,metHMDB,metKeggID,metEHMNID,metFormulas,metCHEBIID,metPubChemID,metHepatoNetID,metInchiString,metCharge,b,c
dcmp[n],dCMP,HMDB01202,C00239,C00239,C9H12N3O7P,15918,13945,HC00217,"'InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",,0,0
dcdp[n],dCDP,HMDB01245,C00705,C00705,C9H12N3O10P2,28846,150855,HC00506,"'InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)/p-3/t5-,6+,8+/m0/s1",,0,0
dctp[c],dCTP,HMDB00998,C00458,C00458,C9H12N3O13P3,16311,65091,HC00367,"'InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",,0,0
dctp[n],dCTP,HMDB00998,C00458,C00458,C9H12N3O13P3,16311,65091,HC00367,"'InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",,0,0
datp[n],dATP,HMDB01532,C00131,C00131,C10H12N5O12P3,16284,15993,HC00129,"'InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",,0,0
dadp[n],dADP,HMDB01508,C00206,C00206,C10H12N5O9P2,16174,188966,HC00192,"'InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",,0,0
utp[n],UTP,HMDB00285,C00075,C00075,C9H11N2O15P3,15713,6133,HC00077,"'InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/p-4/t4-,6-,7-,8-/m1/s1",,0,0
udp[n],UDP,HMDB00295,C00015,C00015,C9H11N2O12P2,17659,6031,HC00025,"'InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
cdp[m],CDP,HMDB01546,C00112,C00112,C9H12N3O11P2,17239,6132,HC00110,"'InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
adp[n],ADP,HMDB01341,C00008,C00008,C10H12N5O10P2,16761,6022,HC00018,"'InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",,0,0
gtp[n],GTP,HMDB01273,C00044,C00044,C10H12N5O14P3,15996,6830,HC00051,"'InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/p-4/t3-,5-,6-,9-/m1/s1",,0,0
gdp[n],GDP,HMDB01201,C00035,C00035,C10H12N5O11P2,17552,8977,HC00043,"'InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/p-3/t3-,5-,6-,9-/m1/s1",,0,0
3aib_D[e],D-3-Amino-isobutanoate,HMDB02299,C01205,,C4H9NO2,16320,5459822,HC00715,"InChI=1/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1",,0,0
3aib_D[m],D-3-Amino-isobutanoate,HMDB02299,C01205,,C4H9NO2,16320,5459822,HC00715,"InChI=1/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1",,0,0
dad_2[c],2-deoxyadenosine,HMDB00101,C00559,,C10H13N5O3,17256,13730,HC00431,"'InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",,0,0
din[c],Deoxyinosine,HMDB00071,C05512,C05512,C10H12N4O4,28997,65058,HC01493,"'InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",,0,0
dad_2[e],2-deoxyadenosine,HMDB00101,C00559,,C10H13N5O3,17256,13730,HC00431,"'InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",,0,0
din[e],Deoxyinosine,HMDB00071,C05512,C05512,C10H12N4O4,28997,65058,HC01493,"'InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",,0,0
dag_hs[r],diglyceride,,,,C3H6OFULLRCO2FULLR2CO2,,,HC02055,,,0,0
dag_hs[n],diglyceride,,,,C3H6OFULLRCO2FULLR2CO2,,,HC02055,,,0,0
pa_hs[n],phosphatidate(2-),,,C00416,C3H5O4PFULLRCO2FULLR2CO2,57739,,,,,0,0
dag_hs[e],diglyceride,,,,C3H6OFULLRCO2FULLR2CO2,,,,,,0,0
ala_D[x],D-alanine,HMDB01310,C00133,,C3H7NO2,15570,71080,,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",,0,0
nh4[x],Ammonium,HMDB00051,C00014,C01342,H4N,28938,223,HC00765,InChI=1S/H3N/h1H3/p+1,,0,0
ala_D[l],D-alanine,HMDB01310,C00133,,C3H7NO2,15570,71080,,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",,0,0
arg_D[x],D-argininium(1+),HMDB03416,C00792,,C6H15N4O2,15816,,,"'InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m1/s1",,0,0
5g2oxpt[x],5-guanidino-2-oxopentanoic acid,HMDB04225,C03771,C03771,C6H11N3O3,28116,,,"'InChI=1S/C6H11N3O3/c7-6(8)9-3-1-2-4(10)5(11)12/h1-3H2,(H,11,12)(H4,7,8,9)",,0,0
23doguln[c],"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate",HMDB05971,C04575,,C6H7O7,15622,440390,,"'InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)/p-1/t2-,3+/m0/s1",,0,0
oaa[x],Oxaloacetate,HMDB00223,C00036,C00036,C4H2O5,30744,970,HC00044,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",,0,0
dd2coa[m],trans-Dodec-2-enoyl-CoA,HMDB03712,C03221,C03221,C33H52N7O17P3S,57330,45266564,HC01078,"'InChI=1S/C33H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h12-13,20-22,26-28,32,43-44H,4-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b13-12+/t22-,26-,27-,28+,32-/m1/s1",,0,0
dd3coa[m],cis-dodec-3-enoyl-CoA(4-),HMDB04257,C02944,,C33H52N7O17P3S,58543,16061154,HC01022,"'InChI=1S/C33H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h11-12,20-22,26-28,32,43-44H,4-10,13-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b12-11-/t22-,26-,27-,28+,32-/m1/s1",,0,0
dcyt[m],Deoxycytidine,HMDB00014,C00881,C00881,C9H13N3O4,15698,13711,HC00574,"'InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,0,0
dcmp[m],dCMP,HMDB01202,C00239,C00239,C9H12N3O7P,15918,13945,HC00217,"'InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",,0,0
dcyt[n],Deoxycytidine,HMDB00014,C00881,C00881,C9H13N3O4,15698,13711,HC00574,"'InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,0,0
dump[c],dUMP,HMDB01409,C00365,C00365,C9H11N2O8P,17622,65063,HC00309,"'InChI=1S/C9H13N2O8P/c12-5-3-8(11-2-1-7(13)10-9(11)14)19-6(5)4-18-20(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",,0,0
dcsptn1coa[x],"docosa-4,7,10,13,16-pentaenoyl coenzyme A",HMDB06513,C16173,,C43H64N7O17P3S,,23724650,,"'InChI=1/C43H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h8-9,11-12,14-15,17-18,20-21,30-32,36-38,42,53-54H,4-7,10,13,16,19,22-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/b9-8-,12-11-,15-14-,18-17-,21-20-/t32-,36-,37?,38+,42-/m1/s1",,0,0
dcsptn1crn[c],"docosa-4,7,10,13,16-pentaenoyl carnitine",HMDB06321,,,C29H47NO4,,,,"'InChI=1/C29H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h9-10,12-13,15-16,18-19,21-22,27H,5-8,11,14,17,20,23-26H2,1-4H3/b10-9+,13-12+,16-15+,19-18+,22-21+",,0,0
dcsptn1crn[m],"docosa-4,7,10,13,16-pentaenoyl carnitine",HMDB06321,,,C29H47NO4,,,,"'InChI=1/C29H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h9-10,12-13,15-16,18-19,21-22,27H,5-8,11,14,17,20,23-26H2,1-4H3/b10-9+,13-12+,16-15+,19-18+,22-21+",,0,0
dcsptn1coa[m],"docosa-4,7,10,13,16-pentaenoyl coenzyme A",HMDB06513,C16173,,C43H64N7O17P3S,,23724650,,"'InChI=1/C43H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h8-9,11-12,14-15,17-18,20-21,30-32,36-38,42,53-54H,4-7,10,13,16,19,22-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/b9-8-,12-11-,15-14-,18-17-,21-20-/t32-,36-,37?,38+,42-/m1/s1",,0,0
dcsptn1[e],"docosa-4,7,10,13,16-pentaenoic acid",HMDB13123,,,C22H33O2,65136,159656,,"'InChI=1/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16,18-19H,2-5,8,11,14,17,20-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-,19-18-",,0,0
dcsptn1[c],"docosa-4,7,10,13,16-pentaenoic acid",HMDB13123,,,C22H33O2,65136,159656,,"'InChI=1/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16,18-19H,2-5,8,11,14,17,20-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-,19-18-",,0,0
L_dpchrm[c],L-dopachromate,HMDB01430,C01693,C01693,C9H6NO4,15772,5459802,,"'InChI=1S/C9H7NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h2-3,6,10H,1H2,(H,13,14)/p-1/t6-/m0/s1",,0,0
56dihindlcrbxlt[c],"5,6-dihydroxyindole-2-carboxylate",HMDB01253,C04185,C04185,C9H6NO4,2003,,,"'InChI=1S/C9H7NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h1-3,10-12H,(H,13,14)/p-1",,0,0
dcyt[c],Deoxycytidine,HMDB00014,C00881,C00881,C9H13N3O4,15698,13711,HC00574,"'InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,0,0
duri[c],Deoxyuridine,HMDB00012,C00526,C00526,C9H12N2O5,16450,13712,HC00410,"'InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1",,0,0
duri[n],Deoxyuridine,HMDB00012,C00526,C00526,C9H12N2O5,16450,13712,HC00410,"'InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1",,0,0
dcyt[e],Deoxycytidine,HMDB00014,C00881,C00881,C9H13N3O4,15698,13711,HC00574,"'InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,0,0
4h2oglt[m],4-hydroxy-2-oxoglutarate(2-),HMDB02070,C01127,,C5H4O6,30923,599,,"InChI=1S/C5H6O6/c6-2(4(8)9)1-3(7)5(10)11/h2,6H,1H2,(H,8,9)(H,10,11)/p-2",,0,0
debrisoquine[e],debrisoquine,HMDB06543,C13650,,C10H14N3,34665,2966,,"'InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)",,0,0
debrisoquine[c],debrisoquine,HMDB06543,C13650,,C10H14N3,34665,2966,,"'InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)",,0,0
decdp[c],all trans Decaprenyl diphosphate,HMDB06288,,,C50H81O7P2,,,,"'InChI=1/C50H90O7P2/c1-41(2)21-31-53-58(51,54-32-22-42(3)4)57-59(52,35-25-45(9)10,36-26-46(11)12,37-27-47(13)14,38-28-48(15)16,39-29-49(17)18,40-30-50(19)20,55-33-23-43(5)6)56-34-24-44(7)8/h21-30H,31-40H2,1-20H3",,0,0
decdp[m],all trans Decaprenyl diphosphate,HMDB06288,,,C50H81O7P2,,,,"'InChI=1/C50H90O7P2/c1-41(2)21-31-53-58(51,54-32-22-42(3)4)57-59(52,35-25-45(9)10,36-26-46(11)12,37-27-47(13)14,38-28-48(15)16,39-29-49(17)18,40-30-50(19)20,55-33-23-43(5)6)56-34-24-44(7)8/h21-30H,31-40H2,1-20H3",,0,0
dedoldp_L[c],"Dehydrodolichol diphosphate, human liver homolog",,C05859,C05859,C1080H1738O70P20,,,,,,0,0
dedolp_L[c],"Dehydrodolichol phosphate, human liver homolog",,,,C1080H1738O40P10,,,,,,0,0
dedoldp_U[c],"Dehydrodolichol diphosphate, human uterine homolog",,C05859,,C1025H1650O70P20,,,,,,0,0
dedolp_U[c],"Dehydrodolichol phosphate, human uterine homolog",,,,C1025H1650O40P10,,,,,,0,0
dedol_L[c],"Dehydrodolichol, human liver homolog",,,,C1080H1748O10,,,,,,0,0
dedol_U[c],"Dehydrodolichol, human uterine homolog",,,,C1025H1660O10,,,,,,0,0
dolichol_L[c],"Dolichol, human liver homolog",,,,C1080H1768O10,16091,,,,,0,0
dolichol_U[c],"Dolichol, human uterine homolog",,,,C1025H1680O10,16091,,,,,0,0
tag_hs[c],triglyceride,,,,C3H5FULLRCO2FULLR2CO2FULLR3CO2,17855,,,,,0,0
dgchol[e],glycochenodeoxycholate,HMDB00637,C05466,,C26H43NO5,36274,,HC01472,"'InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1",,0,0
dgchol[c],glycochenodeoxycholate,HMDB00637,C05466,,C26H43NO5,36274,,HC01472,"'InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1",,0,0
dgmp[c],dGMP,HMDB01044,C00362,C00362,C10H12N5O7P,16192,65059,HC00306,"'InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1",,0,0
datp[m],dATP,HMDB01532,C00131,C00131,C10H12N5O12P3,16284,15993,HC00129,"'InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",,0,0
dgmp[m],dGMP,HMDB01044,C00362,C00362,C10H12N5O7P,16192,65059,HC00306,"'InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1",,0,0
dadp[m],dADP,HMDB01508,C00206,C00206,C10H12N5O9P2,16174,188966,HC00192,"'InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",,0,0
dgdp[m],dGDP,HMDB00960,C00361,C00361,C10H12N5O10P2,28862,439220,HC00305,"'InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/p-3/t4-,5+,6+/m0/s1",,0,0
dgsn[m],Deoxyguanosine,HMDB00085,C00330,C00330,C10H13N5O4,17172,187790,HC00280,"'InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,0,0
dgsn[e],Deoxyguanosine,HMDB00085,C00330,C00330,C10H13N5O4,17172,187790,HC00280,"'InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,0,0
dgsn[c],Deoxyguanosine,HMDB00085,C00330,C00330,C10H13N5O4,17172,187790,HC00280,"'InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,0,0
3dhguln[c],3-dehydro-L-gulonate,HMDB06334,C00618,,C6H9O7,16142,,,"'InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/p-1/t2-,3+,5-/m0/s1",,0,0
dhdascb[e],dehydroascorbide(1-),HMDB01264,C00425,C00425,C6H6O6,17242,5780,,"InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2",,0,0
Rtotalcoa[x],R total Coenzyme A,,,,CO2FULLRC21H31N7O15P3S,,,,,,0,0
dhap[x],Dihydroxyacetone phosphate,HMDB01473,C00111,C00111,C3H5O6P,16108,668,HC00109,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)/p-2",,0,0
dhcholestanate[m],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",HMDB00359,C04554,C04554,C27H45O4,16577,53477686,HC01313,"'InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/t16-,17?,18+,19-,20-,21+,22+,23-,24+,26+,27-/m1/s1",,0,0
dhcholestanate[x],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",HMDB00359,C04554,C04554,C27H45O4,16577,53477686,HC01313,"'InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/t16-,17?,18+,19-,20-,21+,22+,23-,24+,26+,27-/m1/s1",,0,0
fadh2[r],Flavin adenine dinucleotide reduced,HMDB01197,C01352,C01352,C27H33N9O15P2,17877,446013,HC00770,"'InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1",,0,0
fad[r],Flavin adenine dinucleotide oxidized,HMDB01248,C00016,C00016,C27H31N9O15P2,16238,643975,HC00026,"'InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",,0,0
zymstnl[r],5alpha-cholest-8-en-3beta-ol,HMDB06841,C03845,C03845,C27H46O,16608,101770,,"'InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h18-21,23-24,28H,6-17H2,1-5H3/t19-,20+,21+,23-,24+,26+,27-/m1/s1",,0,0
chlstol[r],"5alpha-cholesta-7,24-dien-3beta-ol",HMDB06842,C05439,C05439,C27H44O,16290,,HC01452,"'InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,10,19-21,23-25,28H,6,8-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25+,26+,27-/m1/s1",,0,0
lthstrl[r],5alpha-cholest-7-en-3beta-ol,HMDB01170,C01189,C01189,C27H46O,17168,65728,HC00706,"'InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h10,18-21,23-25,28H,6-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25+,26+,27-/m1/s1",,0,0
dsmsterol[r],desmosterol,HMDB02719,C01802,C01802,C27H44O,17737,439577,HC00847,"'InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,9,19,21-25,28H,6,8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",,0,0
ddsmsterol[r],7-dehydrodesmosterol,HMDB03896,C05107,,C27H42O,27910,,HC01373,"'InChI=1S/C27H42O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,9-10,19,21,23-25,28H,6,8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1",,0,0
dhcrm_hs[c],dihydroceramide,,,C12126,C18H38NO2FULLRCO,31488,,HC02158,,,0,0
