1526,4042,(R)-3-Hydroxypalmitoyl-ACP <  = > Water+(2E)-Hexadecenoyl-ACP
1527,5768,Glycine+arachidonoyl-CoA(4-) <  = > proton+Coenzyme A+N-arachidonoylglycinate
1528,4583,L-phenylalanine+L-homoserine <  = > L-homoserine+L-phenylalanine
1529,4383,211Water+Antichymotrypsin+211ATP = > 211hydrogenphosphate+34L-alanine+29L-glutamate(1-)+16Glycine+16L-proline+20L-isoleucine+211ADP+29L-threonine+16L-argininium(1+)+19L-asparagine+25L-aspartate(1-)+3L-cysteine+17L-glutamine+9L-histidine+59L-leucine+26L-lysinium(1+)+14L-methionine+25L-phenylalanine+30L-serine+3L-tryptophan+9L-tyrosine+24L-valine
1530,5452,O2+Water+spermine monoaldehyde = > Hydrogen peroxide+Ammonium+spermine dialdehyde
1531,4196,"stearidonic acid C18:4, n-3 = > stearidonic acid C18:4, n-3"
1532,2294,"proton+Nicotinamide adenine dinucleotide phosphate - reduced+16alpha-hydroxydehydroepiandrosterone = > Water+Nicotinamide adenine dinucleotide phosphate+5alpha-androstane-3,17-dione"
1533,1402,GQ1b <  = > 
1534,3195,retinol <  = > 13-cis-retinol
1535,1259,aflatoxin B1 <  = > 
1536,7138,suberic acid <  = > suberic acid
1537,6504,"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate <  = > 5-oxo-6-trans-leukotriene B4"
1538,"5954 , 5955","UDP-D-galactose(2-)+D-glucosyl-N-acylsphingosine = > proton+UDP+beta-D-Galactosyl-1,4-beta-D-glucosylceramide"
1539,3128,Water+adrenyl coenzyme A = > proton+Coenzyme A+adrenic acid
1540,1606,proton+GTP+L-Fucose 1-phosphate <  = > Diphosphate+GDP-L-fucose(2-)
1541,2547,"Water+1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-) = > hydrogenphosphate+1D-myo-inositol 1,3,4-trisphosphate(6-)"
1542,2973,2Water+Nicotinamide adenine dinucleotide+L-1-Pyrroline-3-hydroxy-5-carboxylate = > proton+Nicotinamide adenine dinucleotide - reduced+erythro-4-hydroxy-L-glutamate(1-)
1543,1073,"Water+0.1Dolichyl beta-D-glucosyl phosphate, human uterine homolog = > proton+0.1dolichyl phosphate(2-)+D-glucose"
1544,"4489 , 5354",Water+ATP+Hexadecanoate (n-C16:0) = > ADP+proton+hydrogenphosphate+Hexadecanoate (n-C16:0)
1545,2320,"Water+IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose = > L-iduronate+GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose"
1546,726,UDP-N-acetyl-D-galactosamine(2-)+Tn antigen = > proton+UDP+Core 5
1547,2151,dehydroascorbide(1-)+2Reduced glutathione = > proton+L-ascorbate+Oxidized glutathione
1548,2982,"O2+5,6,7,8-tetrahydrobiopterin+L-phenylalanine = > L-tyrosine+4a-hydroxytetrahydrobiopterin"
1549,4095,proton+Malonyl-[acyl-carrier protein]+Decanoyl-ACP <  = > carbon dioxide+acyl carrier protein+3-Oxododecanoyl-ACP
1550,998,DNA+Se-Adenosylselenomethionine = > proton+DNA 5-methylcytosine+Se-Adenosylselenohomocysteine
1551,"3168 , 5943",all-trans-retinoate <  = > 13-cis-retinoate
1552,"667 , 668",choline phosphate(1-) <  = > choline phosphate(1-)
1553,3760,UroporphyrinogenI <  = > 
1554,"301 , 304","UDP-N-acetyl-alpha-D-glucosamine(2-)+keratan sulfate II biosynthesis, precursor 4 = > proton+UDP+keratan sulfate II biosynthesis, precursor 5"
1555,391,S-Adenosyl-L-methionine+S-Adenosyl-L-homocysteine <  = > S-Adenosyl-L-homocysteine+S-Adenosyl-L-methionine
1556,5418,proton+Nicotinamide adenine dinucleotide phosphate - reduced+trans-tetracos-2-enoyl-CoA <  = > Nicotinamide adenine dinucleotide phosphate+tetracosanoyl-CoA
1557,5289,proton+Citrate+oxalate(2-) = > proton+Citrate+oxalate(2-)
1558,5935,Water+N-acetyl-L-asparagine <  = > acetate+L-asparagine
1559,6191,cholesta-8(9)-en-3beta-ol <  = > 5alpha-cholest-7-en-3beta-ol
1560,1339,dihomo-gamma-linolenic acid (n-6) <  = > 
1561,437,Water+R total Coenzyme A = > proton+Coenzyme A+R total
1562,1535,D-serine <  = > 
1563,1185,estrone <  = > estrone
1564,3519,Sodium+Thymidine = > Sodium+Thymidine
1565,847,diglyceride = > diglyceride
1566,1772,"2proton+5-Formiminotetrahydrofolate = > Ammonium+5,10-Methenyltetrahydrofolate"
1567,4137,Fumarate+(S)-malate(2-) <  = > (S)-malate(2-)+Fumarate
1568,3437,"CMP-N-acetyl-beta-neuraminate(2-)+sialyl galactosylgloboside = > proton+sialyl (1,3) sialyl (2,6) galactosylgloboside+CMP"
1569,3068,alpha-D-Ribose 1-phosphate <  = > alpha-D-Ribose 5-phosphate
1570,1832,VI2Fuc-nLc6+GDP-L-fucose(2-) = > proton+GDP+(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
1571,4857,Sodium+L-serine+L-citrulline = > Sodium+L-serine+L-citrulline
1572,"2253 , 2254",Hydroxymethylglutaryl-CoA = > Acetyl-CoA+acetoacetate
1573,2364,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+L-kynurenine = > Water+Nicotinamide adenine dinucleotide phosphate+3-hydroxy-L-kynurenine
1574,7418,trans-4-hydroxy-L-proline = > 
1575,364,Nicotinamide adenine dinucleotide+(R)-lactaldehyde = > proton+Nicotinamide adenine dinucleotide - reduced+methylglyoxal
1576,"1014 , 1061",dADP+dTDP = > dADP+dTDP
1577,76,proton+3-methyl-2-oxopentanoate = > proton+3-methyl-2-oxopentanoate
1578,4272,18244Water+18244ATP+298L-glutamate(1-)+233L-aspartate(1-)+247L-asparagine+275L-alanine+25L-cysteine+230L-glutamine+207Glycine+392L-serine+300L-threonine+357L-lysinium(1+)+150L-argininium(1+)+79L-methionine+115L-histidine+151L-tyrosine+285L-isoleucine+533L-leucine+37L-tryptophan+224L-phenylalanine+171L-proline+252L-valine = > 13683ADP+13683hydrogenphosphate+4561AMP+4561Diphosphate+ApoB100
1579,7003,"Nicotinamide adenine dinucleotide+Coenzyme A+Water+2,7,10,13-hexadecatetraenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+5,8,11-tetradecatrienoylcoa"
1580,5026,2-Oxoglutarate+(R)-3-hydroxybutyrate <  = > 2-Oxoglutarate+(R)-3-hydroxybutyrate
1581,"27 , 28 , 29 , 30",25-Hydroxyvitamin D2 = > 25-Hydroxyvitamin D2
1582,4168,Citrate+Isocitrate <  = > Isocitrate+Citrate
1583,1122,dTDP <  = > dTDP
1584,4043,"4proton+chenodeoxycholoyl coenzyme a+Propanoyl-CoA <  = > Coenzyme A+Water+3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA"
1585,4471,"Water+trans,cis-octadeca-2,9-dienoyl-CoA <  = > (S)-3-hydroxyoleyleoyl-CoA"
1586,"5425 , 5426",Water+tetracosanoyl-CoA <  = > proton+Coenzyme A+lignocerate
1587,5321,hydrogenphosphate+oxalate(2-) <  = > hydrogenphosphate+oxalate(2-)
1588,2519,Nicotinamide adenine dinucleotide phosphate+(S)-malate(2-) = > Nicotinamide adenine dinucleotide phosphate - reduced+carbon dioxide+pyruvate
1589,3280,"2(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein)) = > 2proton+2adenosine 3',5'-bismonophosphate(4-)+chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1"
1590,2171,L-gulonate = > L-gulonate
1591,1080,"0.1Dolichyl beta-D-glucosyl phosphate, human liver homolog+0.1(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog = > 0.1dolichyl phosphate(2-)+proton+0.1alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog"
1592,4930,L-lysinium(1+)+L-valine = > L-lysinium(1+)+L-valine
1593,3139,hydrogenphosphate+Deoxyinosine <  = > 2-Deoxy-D-ribose 1-phosphate+Hypoxanthine
1594,5281,Isocitrate+Succinate <  = > Isocitrate+Succinate
1595,"3697 , 3698 , 3699 , 3700",calciol = > calciol
1596,2662,"3Water+chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain = > 2proton+N-acetyl-D-galactosamine+2sulfate+chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3"
1597,2065,"proton+L-gulonate <  = > Water+L-gulono-1,4-lactone"
1598,1323,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan <  = > "
1599,1867,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
1600,3000,"ATP+phosphatidylinositol 4,5-bisphosphate = > proton+ADP+1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)"
1601,2687,2Sodium+iodide <  = > 2Sodium+iodide
1602,2456,S-Adenosyl-L-methionine+Peptidyl-L-lysine = > S-Adenosyl-L-homocysteine+Histone N6-methyl-L-lysine
1603,4919,L-alanine+L-lysinium(1+) = > L-alanine+L-lysinium(1+)
1604,2975,(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate <  = > (2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate
1605,1316,corticosterone <  = > 
1606,6756,apelin-13 <  = > 
1607,6263,Coenzyme A+3-oxo-(2S)-methylisocapryloyl-CoA <  = > Propanoyl-CoA+4-methyl-pentanoyl-CoA
1608,5056,Bicarbonate+Reduced glutathione+taurocholate <  = > Bicarbonate+Reduced glutathione+taurocholate
1609,5558,"ATP+D-Mannose 1-phosphate <  = > ADP+proton+D-Mannose 1,6-bisphosphate"
1610,511,4proton+ADP+hydrogenphosphate = > 3proton+Water+ATP
1611,1546,Succinate <  = > 
1612,2444,Water+triglyceride = > proton+diglyceride+R total 3 position
1613,3389,Phosphatidylcholine+N-acylsphingosine = > diglyceride+sphingomyelin betaine
1614,"7049 , 7050","proton+Nicotinamide adenine dinucleotide phosphate - reduced+2,4,7,10,13,16-docosahexenoylcoa = > Nicotinamide adenine dinucleotide phosphate+3,7,10,13,16-docosapentenoylcoa"
1615,3042,"Water+Diphosphoinositol tetrakisphosphate = > proton+hydrogenphosphate+myo-inositol 1,3,4,5,6-pentakisphosphate(10-)"
1616,2772,CMP-N-acetyl-beta-neuraminate(2-)+Tn antigen = > proton+CMP+sialyl-Tn antigen
1617,2044,"0.1dolichyl phosphate(2-)+UDP-N-acetyl-alpha-D-glucosamine(2-) = > UMP+0.1N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog"
1618,1547,Sucrose <  = > 
1619,5219,Bicarbonate+prostaglandin H2(1-)+S-glutathionyl-ethacrynic-acid <  = > Bicarbonate+prostaglandin H2(1-)+S-glutathionyl-ethacrynic-acid
1620,1196,10-formyltetrahydrofolate-[Glu](6) <  = > 
1621,1902,"2Water+de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage) = > de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)+2D-Galactose"
1622,1437,keratan sulfate II (core 2-linked) <  = > 
1623,587,Water+2proton+3-Ureidoisobutyrate = > Ammonium+carbon dioxide+D-3-Amino-isobutanoate
1624,4977,L-threonine+L-histidine = > L-threonine+L-histidine
1625,"3198 , 3199",13-cis-retinoyl glucuronide = > 13-cis-retinoyl glucuronide
1626,5345,Bicarbonate+serotonin(1+)+S-glutathionyl-2-4-dinitrobenzene <  = > Bicarbonate+serotonin(1+)+S-glutathionyl-2-4-dinitrobenzene
1627,1735,Nicotinamide adenine dinucleotide+Formate = > Nicotinamide adenine dinucleotide - reduced+carbon dioxide
1628,1651,ATP+Coenzyme A+octanoate (n-C8:0) = > AMP+Diphosphate+Octanoyl-CoA (n-C8:0CoA)
1629,669,Sodium+Choline <  = > Sodium+Choline
1630,6634,Water+16E-18-oxo-18-CoA-dinor-LTE4 <  = > 16(S)-hydroxy-18-oxo-18-CoA-LTE4
1631,7162,2Sodium+beta-alanine+Chloride = > 2Sodium+beta-alanine+Chloride
1632,"192 , 193",alpha GalNAc globoside <  = > alpha GalNAc globoside
1633,3060,proton+N-((R)-4-Phosphopantothenoyl)-L-cysteine = > carbon dioxide+Pantetheine 4'-phosphate
1634,2489,(S)-malate(2-)+thiosulfate(2-) <  = > (S)-malate(2-)+thiosulfate(2-)
1635,1205,25-Hydroxyvitamin D2 <  = > 
1636,4931,L-threonine+L-lysinium(1+) = > L-threonine+L-lysinium(1+)
1637,2570,myo-inositol hexakisphosphate(12-) <  = > myo-inositol hexakisphosphate(12-)
1638,1218,4-methylpentanal <  = > 
1639,4536,L-glutamine+L-phenylalanine <  = > L-glutamine+L-phenylalanine
1640,431,N(omega)-(L-Arginino)succinate <  = > Fumarate+L-argininium(1+)
1641,4494,Water+ATP+gamma-linolenate = > ADP+proton+hydrogenphosphate+gamma-linolenate
1642,3644,estriol+UDP-D-glucuronate = > 16-Glucuronide-estriol+UDP
1643,4173,acetone <  = > acetone
1644,5286,oxalate(2-)+cis-aconitate(3-) <  = > cis-aconitate(3-)+oxalate(2-)
1645,3008,"ATP+1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) = > proton+ADP+1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)"
1646,501,proton+L-glutamate(1-)+L-aspartate(1-) <  = > proton+L-glutamate(1-)+L-aspartate(1-)
1647,4965,L-alanine+L-histidine = > L-alanine+L-histidine
1648,2261,heptadecanoyl carnitine = > heptadecanoyl carnitine
1649,951,(+)-alpha-tocopherol = > 
1650,3443,GT1c+CMP-N-acetyl-beta-neuraminate(2-) = > proton+CMP+GQ1c
1651,5149,Bicarbonate+Leukotriene D4+S-glutathionyl-2-4-dinitrobenzene <  = > Bicarbonate+Leukotriene D4+S-glutathionyl-2-4-dinitrobenzene
1652,1954,Water+de-Fuc form of PA6 = > protein-linked asparagine residue (N-glycosylation site)+de-Fuc form of PA6 (w/o peptide linkage)
1653,846,2-deoxyadenosine <  = > 2-deoxyadenosine
1654,"3014 , 3015","ATP+1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) = > ADP+proton+1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)"
1655,5336,hydrogenphosphate+Glycerol 3-phosphate = > hydrogenphosphate+Glycerol 3-phosphate
1656,4979,L-histidine+L-isoleucine = > L-isoleucine+L-histidine
1657,5203,Bicarbonate+S-glutathionyl-2-4-dinitrobenzene+prostaglandin-e3 <  = > Bicarbonate+S-glutathionyl-2-4-dinitrobenzene+prostaglandin-e3
1658,"5917 , 5918","Nicotinamide adenine dinucleotide+5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol <  = > proton+Nicotinamide adenine dinucleotide - reduced+3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"
1659,"2161 , 2162","Water+GTP = > proton+Formate+7,8-dihydroneopterin 3'-triphosphate(4-)"
1660,2545,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-) <  = > myo-inositol 1,3,4,5,6-pentakisphosphate(10-)"
1661,4928,L-lysinium(1+)+L-proline = > L-lysinium(1+)+L-proline
1662,2857,"2O2+Nicotinamide adenine dinucleotide phosphate - reduced+androst-4-ene-3,17-dione = > 2Water+Nicotinamide adenine dinucleotide phosphate+estrone+Formate"
1663,"6214 , 6215","3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA <  = > Water+2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA"
1664,4562,L-methionine+L-valine <  = > L-methionine+L-valine
1665,3526,Water+thiamine(1+) triphosphate(4-) = > proton+hydrogenphosphate+Thiamine diphosphate
1666,"5633 , 5634 , 5635",Nicotinamide adenine dinucleotide+20-hydroxycholesterol <  = > proton+Nicotinamide adenine dinucleotide - reduced+7alpha-hydroxycholest-4-en-3-one
1667,1125,dUDP <  = > dUDP
1668,4975,L-asparagine+L-histidine = > L-asparagine+L-histidine
1669,326,Water+ATP+3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid = > ADP+proton+hydrogenphosphate+3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid
1670,1956,Water+D-glucosyl-N-acylsphingosine = > N-acylsphingosine+D-glucose
1671,"137 , 138",heptaglutamyl folate (THF) = > heptaglutamyl folate (THF)
1672,340,proton+Nicotinamide adenine dinucleotide phosphate - reduced+progesterone = > Nicotinamide adenine dinucleotide phosphate+(20S)-20-hydroxypregn-4-en-3-one
1673,6842,L-Carnitine+3-hydroxyoctadecenoylcoa <  = > Coenzyme A+3-hydroxy-octadecenoyl carnitine
1674,1605,F1alpha <  = > F1alpha
1675,1387,GDP <  = > 
1676,"6230 , 6231","proton+Malonyl-CoA+dihomo-gamma-linolenyl coenzyme A = > carbon dioxide+Coenzyme A+3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA"
1677,"3011 , 3012","Water+1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) = > proton+diglyceride+(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate"
1678,2760,naphthalene <  = > naphthalene
1679,1427,Hypoxanthine <  = > 
1680,"6403 , 6405","Coenzyme A+ATP+6,7-dihydro-5-oxo-12-epi-leukotriene B <  = > AMP+Diphosphate+5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA"
1681,3870,dATP+D-Fructose = > proton+dADP+D-Fructose 6-phosphate
1682,"1974 , 1975",GD1beta <  = > GD1beta
1683,3859,ATP+proton+propionate <  = > Diphosphate+Propinol adenylate
1684,3741,CTP <  = > 
1685,5882,S-Adenosyl-L-methionine+Cob(II)alamin = > 4proton+S-Adenosyl-L-homocysteine+Methylcobalamin
1686,5698,Water+Nicotinamide adenine dinucleotide+all-trans-retinal <  = > 2proton+Nicotinamide adenine dinucleotide - reduced+9-cis-retinoate
1687,6364,Nicotinamide adenine dinucleotide phosphate+6-trans-leukotriene B4 <  = > proton+Nicotinamide adenine dinucleotide phosphate - reduced+5-oxo-6-trans-leukotriene B4
1688,5969,ATP+D-glucitol <  = > ADP+proton+sorbitol 3-phosphate
1689,3213,D-ribulose 5-phosphate(2-) <  = > D-xylulose 5-phosphate(2-)
1690,"6228 , 6229","proton+Nicotinamide adenine dinucleotide phosphate - reduced+trans,cis,cis-2,11,14-eicosatrienoyl-CoA <  = > Nicotinamide adenine dinucleotide phosphate+cis,cis-11,14-eicosadienoyl-CoA"
1691,1307,clupanodonic acid <  = > 
1692,663,2Sodium+Cholate = > 2Sodium+Cholate
1693,"1787 , 1788","Water+keratan sulfate I = > L-fucose+keratan sulfate I, degradation product 1"
1694,6008,L-ascorbate+alpha-tocotrienoxyl radical <  = > alpha-tocotrienol+monodehydroascorbate(1-)
1695,"6157 , 6158","proton+Nicotinamide adenine dinucleotide phosphate - reduced+eicosa-2E,8Z,11Z,14Z,17Z-pentaenoyl-CoA <  = > Nicotinamide adenine dinucleotide phosphate+(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA"
1696,"6414 , 6415",2O2+proton+2Nicotinamide adenine dinucleotide phosphate - reduced+13'-hydroxy-alpha-tocotrienol = > 3Water+2Nicotinamide adenine dinucleotide phosphate+13'-carboxy-alpha-tocotrienol
1697,5908,proton+Urate <  = > Water+urate radical
1698,4618,L-threonine+L-homoserine <  = > L-threonine+L-homoserine
1699,6739,Malonyl-CoA <  = > 
1700,806,Water+Cytidine+proton = > Ammonium+Uridine
1701,7298,dTTP = > dTTP
1702,3977,Water+4-nitrophenyl phosphate(2-) <  = > 4-nitrophenolate+hydrogenphosphate
1703,1696,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+adrenyl coenzyme A = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+arachidonoyl-CoA(4-)
1704,7250,2Sodium+Chloride+L-tyrosine = > 2Sodium+Chloride+L-tyrosine
1705,4076,"Nicotinamide adenine dinucleotide+3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA = > proton+Nicotinamide adenine dinucleotide - reduced+3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-)"
1706,5414,proton+Nicotinamide adenine dinucleotide phosphate - reduced+trans-docos-2-enoyl-CoA <  = > Nicotinamide adenine dinucleotide phosphate+docosanoyl-CoA
1707,7424,(R)-Pantothenate = > 
1708,5108,Bicarbonate+bilirubin(2-)+Reduced glutathione <  = > Bicarbonate+bilirubin(2-)+Reduced glutathione
1709,5600,Water+O2+N(1)-acetylsperminium(3+) = > Hydrogen peroxide+Spermidine+acetamidopropanal
1710,"5663 , 5664 , 5665 , 5666",Reduced glutathione+12-oxo-leukotriene B4 <  = > 12-oxo-c-LTB3
1711,474,3proton+3Nicotinamide adenine dinucleotide phosphate - reduced+3Flavin adenine dinucleotide reduced+tetracosahexaenoyl coenzyme A = > 3Nicotinamide adenine dinucleotide phosphate+3Flavin adenine dinucleotide oxidized+1.5R group 5 Coenzyme A
1712,2666,5proton+Nicotinamide adenine dinucleotide - reduced+ubiquinone-10 = > 4proton+Nicotinamide adenine dinucleotide+Ubiquinol-10
1713,3638,androsterone+UDP-D-glucuronate = > androsterone 3-glucosiduronic acid+UDP
1714,103,"(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+4-nitrophenolate = > proton+adenosine 3',5'-bismonophosphate(4-)+4-Nitrophenyl sulfate"
1715,"6454 , 6455",Prostaglandin J2 <  = > delta12-Prostaglandin J2
1716,5702,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+11-cis-retinal = > Water+Nicotinamide adenine dinucleotide phosphate+4-OH-9-cis-retinal
1717,890,O2+proton+Nicotinamide adenine dinucleotide - reduced+vaccenyl coenzyme A = > 2Water+Nicotinamide adenine dinucleotide+linoelaidyl coenzyme A
1718,1066,"protein-linked asparagine residue (N-glycosylation site)+0.1(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog = > proton+0.1Dolichol diphosphate, human liver homolog+(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)"
1719,3781,O2+2N-(omega)-Hydroxyarginine <  = > 2L-citrulline+2Nitric oxide
1720,4300,L-valine = > L-valine
1721,5868,proton+Nicotinamide adenine dinucleotide - reduced+3-hydroxykynurenine-O-beta-D-glucoside <  = > Ammonium+Nicotinamide adenine dinucleotide+4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside
1722,5299,Phosphoenolpyruvate+cis-aconitate(3-) <  = > Phosphoenolpyruvate+cis-aconitate(3-)
1723,5940,retinal <  = > 13-cis-retinal
1724,7177,L-cystine+L-leucine = > L-cystine+L-leucine
1725,509,2Water+ATP = > 2proton+AMP+2hydrogenphosphate
1726,5984,7O2+5docosahexaenoate = > 2Water+47-peroxy-docosahexaenoate+11-hydroperoxy-H4-neuroprostane
1727,3217,R group 1 Coenzyme A = > R total Coenzyme A
1728,4563,L-threonine+L-methionine <  = > L-threonine+L-methionine
1729,2497,D-Mannose <  = > D-Mannose
1730,"5567 , 5568","Flavin adenine dinucleotide oxidized+cis-deca-4-enoyl-CoA <  = > Flavin adenine dinucleotide reduced+trans,cis-deca-2,4-dienoyl-CoA"
1731,4487,bilirubin(2-) = > bilirubin(2-)
1732,1850,"UDP-D-galactose(2-)+keratan sulfate I biosynthesis, precursor 32 = > proton+UDP+keratan sulfate I biosynthesis, precursor 33"
1733,1070,"0.1Dolichyl beta-D-glucosyl phosphate, human liver homolog = > 0.1Dolichyl beta-D-glucosyl phosphate, human liver homolog"
1734,"4104 , 4105","4proton+2,5-Diaminopyrimidine nucleoside triphosphate <  = > 2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine"
1735,4073,Water+3-Ketolactose <  = > D-glucose+3-Keto-beta-D-galactose
1736,4848,Sodium+L-alanine+L-citrulline = > Sodium+L-alanine+L-citrulline
1737,5009,2-Hydroxybutyrate+butyrate <  = > 2-Hydroxybutyrate+butyrate
1738,2648,"2Water+keratan sulfate I, degradation product 24 = > proton+N-acetyl-D-glucosamine+sulfate+keratan sulfate I, degradation product 26"
1739,1813,hydrogenphosphate+Fumarate <  = > hydrogenphosphate+Fumarate
1740,1389,L-glutamine <  = > 
1741,5298,Phosphoenolpyruvate+Isocitrate <  = > Isocitrate+Phosphoenolpyruvate
1742,5930,ATP+Taurine+lithocholate <  = > proton+AMP+Diphosphate+Taurolithocholate
1743,5007,2-Hydroxybutyrate+propionate <  = > 2-Hydroxybutyrate+propionate
1744,4926,L-cysteine+L-lysinium(1+) = > L-cysteine+L-lysinium(1+)
1745,4409,Dihomo-gamma-linolenate = > Dihomo-gamma-linolenate
1746,3085,pristanal <  = > pristanal
1747,3138,hydrogenphosphate+Inosine <  = > Hypoxanthine+alpha-D-Ribose 1-phosphate
1748,"440 , 7394",ATP+Coenzyme A+R total = > AMP+Diphosphate+R total Coenzyme A
1749,2340,Sodium+myo-inositol <  = > Sodium+myo-inositol
1750,1346,"aflatoxin B1 exo-8,9-epoxide <  = > "
1751,2531,L-methionine+L-leucine = > L-methionine+L-leucine
1752,7093,glutaryl-CoA(5-) <  = > glutaryl-CoA(5-)
1753,224,Water+Phosphoenolpyruvate+D-Mannose 6-phosphate = > hydrogenphosphate+2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate
1754,4515,Glycine+L-leucine <  = > Glycine+L-leucine
1755,"4291 , 4292",ApoA1 = > ApoA1
1756,5526,O2+Nicotinamide adenine dinucleotide phosphate - reduced+17alpha-hydroxypregnenolone = > Water+Nicotinamide adenine dinucleotide phosphate+3beta-hydroxyandrost-5-en-17-one+acetate
1757,1499, <  = > L-phenylalanine
1758,4875,Sodium+Ornithine+L-tyrosine = > Sodium+Ornithine+L-tyrosine
1759,5627,"2Water+3O2+17beta-estradiol-2,3-semiquinone = > 4proton+4superoxide+17beta-estradiol-2,3-quinone"
1760,1040,dGDP+dTTP = > dGDP+dTTP
1761,5957,Nitrite+gama-tocopheroxyl radical <  = > 5-nitro-gama-tocopherol
1762,6921,dodecenoyl carnitine <  = > 
1763,"4208 , 4209",L-Carnitine+L-palmitoylcarnitine <  = > L-palmitoylcarnitine+L-Carnitine
1764,1207,2-Hydroxybutyrate <  = > 
1765,3642,estradiol+UDP-D-glucuronate = > 17beta-estradiol 3-glucosiduronic acid+UDP
1766,1055,dGTP+dTDP = > dGTP+dTDP
1767,1720,Sodium+octadecanoate (n-C18:0) <  = > Sodium+octadecanoate (n-C18:0)
1768,3497,"tetracosahexaenoic acid, n-3 <  = > tetracosahexaenoic acid, n-3"
1769,5381,gamma-linolenoyl-CoA(4-) <  = > gamma-linolenoyl-CoA(4-)
1770,1224,5alpha-Dihydrotestosterone glucuronide <  = > 
1771,1158,Elaidic carnitine = > Elaidic carnitine
1772,3069,5-Diphosphoinositol pentakisphosphate <  = > 5-Diphosphoinositol pentakisphosphate
