rid,EHMN,old_rid,Metabolite name,other
1371,CE2615,1875,"2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline",
1372,CE2615,1875,"2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline",
1373,CE2616,1876,"2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline",
1374,CE2616,1876,"2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline",
1375,CE2705,1877,quinonoid dihydrobiopterin,
1376,CE2705,1877,quinonoid dihydrobiopterin,
1377,CE2751,1885,dynorphin A (1-5),
1378,CE2754,1886,"3,3',5' - triiodothyronine",
1379,CE2754,1886,"3,3',5' - triiodothyronine",
1380,CE2838,1889,maltononaose,
1381,CE2838,1889,maltononaose,
1382,CE2839,1890,maltodecaose,
1383,CE2839,1890,maltodecaose,
1384,CE2846,1891,fructoselysine 3-phosphate,
1385,CE2847,1892,fructoseglycine,
1386,CE2848,1893,fructoseglycine ketone 3-phosphate,
1387,CE2858,1894,dynorphin A 1-8,
1388,CE2862,1896,neurotensin 1-10,
1389,CE2862,1896,neurotensin 1-10,
1390,CE2863,1897,neurotensin 11-13,
1391,CE2863,1897,neurotensin 11-13,
1392,CE2866,1898,"3,3'-diiodo-L-thyronine",
1393,CE2866,1898,"3,3'-diiodo-L-thyronine",
1394,CE2866,1898,"3,3'-diiodo-L-thyronine",
1395,CE2870,1901,"3,3'-diiodo-L-thyronine 4'-O-sulfate",
1396,CE2870,1901,"3,3'-diiodo-L-thyronine 4'-O-sulfate",
1397,CE2870,1901,"3,3'-diiodo-L-thyronine 4'-O-sulfate",
1398,CE2872,1903,"3',5'-diiodo-L-thyronine",
1399,CE2872,1903,"3',5'-diiodo-L-thyronine",
1400,CE2872,1903,"3',5'-diiodo-L-thyronine",
1401,CE2873,1904,"3',5'-diiodo-L-thyronine 4'-O-sulfate",
1402,CE2873,1904,"3',5'-diiodo-L-thyronine 4'-O-sulfate",
1403,CE2873,1904,"3',5'-diiodo-L-thyronine 4'-O-sulfate",
1404,CE2874,1905,3'-monoiodo-L-thyronine,
1405,CE2874,1905,3'-monoiodo-L-thyronine,
1406,CE2874,1905,3'-monoiodo-L-thyronine,
1407,CE2875,1906,3'-monoiodo-L-thyronine 4'-O-sulfate,
1408,CE2875,1906,3'-monoiodo-L-thyronine 4'-O-sulfate,
1409,CE2875,1906,3'-monoiodo-L-thyronine 4'-O-sulfate,
1410,CE2876,1907,"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",
1411,CE2876,1907,"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",
1412,CE2877,1908,"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",
1413,CE2877,1908,"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",
1414,CE2878,1909,"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",
1415,CE2878,1909,"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",
1416,CE2879,1910,"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",
1417,CE2879,1910,"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",
1418,CE2880,1911,"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",
1419,CE2880,1911,"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",
1420,CE2881,1912,"3,5,3',5'-tetraiodothyroacetate",
1421,CE2881,1912,"3,5,3',5'-tetraiodothyroacetate",
1422,CE2882,1913,"3,3',5'-triiodothyroacetate",
1423,CE2882,1913,"3,3',5'-triiodothyroacetate",
1424,CE2883,1914,"3,5,3'-triiodothyroacetate",
1425,CE2883,1914,"3,5,3'-triiodothyroacetate",
1426,CE2884,1915,"3',5'-diiodothyroacetate",
1427,CE2884,1915,"3',5'-diiodothyroacetate",
1428,CE2885,1916,"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",
1429,CE2885,1916,"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",
1430,CE2886,1917,"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",
1431,CE2886,1917,"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",
1432,CE2887,1918,"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",
1433,CE2887,1918,"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",
1434,CE2888,1919,"3',5'-diiodothyroacetate-beta-D-glucuronoside",
1435,CE2888,1919,"3',5'-diiodothyroacetate-beta-D-glucuronoside",
1436,CE2890,1920,dynorphin A (6-8),
1437,CE2891,1921,dynorphin B,
1438,CE2915,1922,beta-casomorphin,
1439,CE2915,1922,beta-casomorphin,
1440,CE2916,1923,neocasomorphin,
1441,CE2916,1923,neocasomorphin,
1442,CE2917,1924,apelin-13,
1443,CE2917,1924,apelin-13,
1444,CE2934,1925,o-methylhippurate,
1445,CE2947,1926,xanthurenate-8-O-beta-D-glucoside,
1446,CE2949,1928,oxoxanthurenate,
1447,CE2953,1930,"rac-5,6-epoxy-retinoate",
1448,CE2953,1930,"rac-5,6-epoxy-retinoate",
1449,CE2955,1932,"all-trans-3,4-didehydroretinoate",
1450,CE2957,1934,18-hydroxy-all-trans-retinoate,
1451,CE2957,1934,18-hydroxy-all-trans-retinoate,
1452,CE2958,1935,"rac-5,6-epoxy-retinoyl-beta-D-glucuronide",
1453,CE2958,1935,"rac-5,6-epoxy-retinoyl-beta-D-glucuronide",
1454,CE2959,1936,13-cis-retinoyl-beta-D-glucuronide,
1455,CE2961,1938,4-hydroxy-all-trans-retinyl acetate,
1456,CE2961,1938,4-hydroxy-all-trans-retinyl acetate,
1457,CE2962,1939,rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl acetate,
1458,CE2962,1939,rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl acetate,
1459,CE2963,1940,"5,6-epoxy-13-cis-retinoate",
1460,CE2964,1941,"5,8-epoxy-13-cis-retinoate",
1461,CE3038,1942,"3beta,7alpha-dihydroxy-5-cholestenoate",
1462,CE3038,1942,"3beta,7alpha-dihydroxy-5-cholestenoate",
1463,CE3075,1945,sorbitol 3-phosphate,
1464,CE3086,1946,4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside,
1465,CE3087,1947,beta-carboline,
1466,CE3092,1948,glutathionyl-3-hydroxykynurenine glucoside,
1467,CE3092,1948,glutathionyl-3-hydroxykynurenine glucoside,
1468,CE3136,1953,"9-cis-4-oxo-13,14-dihydro-retinoate",
1469,CE3140,1954,"1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate",
1470,CE3481,1955,1-lyso-2-arachidonoyl-phosphatidate,
1471,CE3481,1955,1-lyso-2-arachidonoyl-phosphatidate,
1472,CE3481,1955,1-lyso-2-arachidonoyl-phosphatidate,
1473,CE3554,1956,20-trihydroxy-leukotriene-B4,
1474,CE3554,1956,20-trihydroxy-leukotriene-B4,
1475,CE4633,1961,hypochlorous acid,
1476,CE4633,1961,hypochlorous acid,
1477,CE4633,1961,hypochlorous acid,
1478,CE4633,1961,hypochlorous acid,
1479,CE4722,1964,beta-casomorphin (1-6),
1480,CE4722,1964,beta-casomorphin (1-6),
1481,CE4723,1965,neocasomorphin (1-5),
1482,CE4723,1965,neocasomorphin (1-5),
1483,CE4724,1966,apelin (1-12),
1484,CE4724,1966,apelin (1-12),
1485,CE4753,1967,dynorphin B (10-13),
1486,CE4754,1968,dynorphin B (6-9),
1487,CE4786,1971,nisinate,
1488,CE4786,1971,nisinate,
1489,CE4788,1973,acetamidopropanal,
1490,CE4788,1973,acetamidopropanal,
1491,CE4790,1974,(3S)-3-hydroxy-cis-8-tetradecenoyl-CoA,
1492,CE4791,1975,3(S)-hydroxy-dihomo-gama-linolenoyl-CoA,
1493,CE4792,1976,3-oxo-cis-8-tetradecenoyl-CoA,
1494,CE4793,1977,3-oxo-dihomo-gama-linolenoyl-CoA,
1495,CE4793,1977,3-oxo-dihomo-gama-linolenoyl-CoA,
1496,CE4793,1977,3-oxo-dihomo-gama-linolenoyl-CoA,
1497,CE4794,1978,cis-6-dodecenoyl-CoA,
1498,CE4794,1978,cis-6-dodecenoyl-CoA,
1499,CE4795,1979,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",
1500,CE4795,1979,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",
1501,CE4796,1980,3-oxo-(2S)-methylisocapryloyl-CoA,
1502,CE4797,1981,"2(R),6-dimethyl-heptanoyl-CoA",
1503,CE4798,1982,"2(S),6-dimethyl-heptanoyl-CoA",
1504,CE4799,1983,"2,6-dimethyl-trans-2-heptenoyl-CoA",
1505,CE4800,1984,"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA",
1506,CE4801,1985,"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA",
1507,CE4802,1986,3(S)-hydroxy-4-methyl-pentanoyl-CoA,
1508,CE4803,1987,"3-oxo-4(R),8-dimethyl-nonanoyl-CoA",
1509,CE4804,1988,3-oxo-4-methyl-pentanoyl-CoA,
1510,CE4805,1989,"4(R),8-dimethyl-nonanoyl-CoA",
1511,CE4805,1989,"4(R),8-dimethyl-nonanoyl-CoA",
1512,CE4806,1990,"4(R),8-dimethyl-trans-2-nonenoyl-CoA",
1513,CE4807,1991,4-methyl-trans-2-pentenoyl-CoA,
1514,CE4808,1992,4-methyl-pentanoyl-CoA,
1515,CE4810,1994,"3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA",
1516,CE4810,1994,"3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA",
1517,CE4811,1995,"3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA",
1518,CE4811,1995,"3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA",
1519,CE4812,1996,"eicosa-2E,8Z,11Z,14Z,17Z-pentaenoyl-CoA",
1520,CE4812,1996,"eicosa-2E,8Z,11Z,14Z,17Z-pentaenoyl-CoA",
1521,CE4813,1997,"eicosa-5,8,11,14,17-all-cis-pentaenoyl-CoA",
1522,CE4813,1997,"eicosa-5,8,11,14,17-all-cis-pentaenoyl-CoA",
1523,CE4814,1998,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",
1524,CE4814,1998,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",
1525,CE4815,1999,stearidonoyl-CoA,
1526,CE4815,1999,stearidonoyl-CoA,
1527,CE4816,2000,"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA",
1528,CE4816,2000,"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA",
1529,CE4817,2001,"3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1530,CE4817,2001,"3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1531,CE4818,2002,"3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",
1532,CE4818,2002,"3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",
1533,CE4819,2003,"3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1534,CE4819,2003,"3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1535,CE4820,2004,"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",
1536,CE4820,2004,"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",
1537,CE4820,2004,"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",
1538,CE4821,2005,"2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA",
1539,CE4821,2005,"2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA",
1540,CE4822,2006,"docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1541,CE4822,2006,"docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",
1542,CE4823,2007,"tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA",
1543,CE4823,2007,"tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA",
1544,CE4823,2007,"tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA",
1545,CE4824,2008,"tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",
1546,CE4824,2008,"tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",
1547,CE4825,2009,"(3S)-hydroxy-tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA",
1548,CE4826,2010,"3-oxo-all-cis-6,9,12,15,18,21-tetracosahexaenoyl-CoA",
1549,CE4827,2011,"docosa-4,7,10,13,16,19-all-cis-hexaenoyl-CoA",
1550,CE4827,2011,"docosa-4,7,10,13,16,19-all-cis-hexaenoyl-CoA",
1551,CE4827,2011,"docosa-4,7,10,13,16,19-all-cis-hexaenoyl-CoA",
1552,CE4828,2012,"trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA",
1553,CE4829,2013,adrenoyl-CoA,
1554,CE4829,2013,adrenoyl-CoA,
1555,CE4829,2013,adrenoyl-CoA,
1556,CE4830,2014,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",
1557,CE4830,2014,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",
1558,CE4831,2015,"3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",
1559,CE4831,2015,"3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",
1560,CE4832,2016,"3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA",
1561,CE4833,2017,"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",
1562,CE4833,2017,"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",
1563,CE4834,2018,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",
1564,CE4834,2018,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",
1565,CE4835,2019,"2E,7Z,10Z,13Z,16Z-docosapentaenoyl-CoA",
1566,CE4835,2019,"2E,7Z,10Z,13Z,16Z-docosapentaenoyl-CoA",
1567,CE4836,2020,"tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA",
1568,CE4836,2020,"tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA",
1569,CE4836,2020,"tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA",
1570,CE4837,2021,"tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",
1571,CE4837,2021,"tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",
1572,CE4838,2022,"trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA",
1573,CE4839,2023,"6,9,12,15,18-all-cis-tetracosapentaenoate",
1574,CE4839,2023,"6,9,12,15,18-all-cis-tetracosapentaenoate",
1575,CE4840,2024,"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",
1576,CE4840,2024,"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",
1577,CE4841,2025,"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",
1578,CE4841,2025,"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",
1579,CE4842,2026,"trans,cis,cis-2,11,14-eicosatrienoyl-CoA",
1580,CE4842,2026,"trans,cis,cis-2,11,14-eicosatrienoyl-CoA",
1581,CE4843,2027,"cis,cis-11,14-eicosadienoyl-CoA",
1582,CE4843,2027,"cis,cis-11,14-eicosadienoyl-CoA",
1583,CE4844,2028,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA",
1584,CE4844,2028,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA",
1585,CE4845,2029,"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA",
1586,CE4845,2029,"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA",
1587,CE4846,2030,"trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA",
1588,CE4846,2030,"trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA",
1589,CE4847,2031,"cis,cis,cis-10,13,16-docosatrienoyl-CoA",
1590,CE4847,2031,"cis,cis,cis-10,13,16-docosatrienoyl-CoA",
1591,CE4848,2032,"3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",
1592,CE4848,2032,"3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",
1593,CE4849,2033,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",
1594,CE4849,2033,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",
1595,CE4850,2034,"3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",
1596,CE4850,2034,"3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",
1597,CE4851,2035,"3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",
1598,CE4851,2035,"3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",
1599,CE4852,2036,"trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA",
1600,CE4852,2036,"trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA",
1601,CE4853,2037,"trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA",
1602,CE4853,2037,"trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA",
1603,CE4854,2038,"all-cis-10,13,16,19-docosatetraenoyl-CoA",
1604,CE4854,2038,"all-cis-10,13,16,19-docosatetraenoyl-CoA",
1605,CE4855,2039,"all-cis-12,15,18,21-tetracosatetraenoyl-CoA",
1606,CE4855,2039,"all-cis-12,15,18,21-tetracosatetraenoyl-CoA",
1607,CE4872,2040,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",
1608,CE4872,2040,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",
1609,CE4872,2040,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",
1610,CE4874,2041,"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol",
1611,CE4874,2041,"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol",
1612,CE4876,2042,delta12-Prostaglandin J2,
1613,CE4876,2042,delta12-Prostaglandin J2,
1614,CE4876,2042,delta12-Prostaglandin J2,
1615,CE4877,2043,15-deoxy-prostaglandin J2,
1616,CE4881,2045,nitryl chloride,
1617,CE4881,2045,nitryl chloride,
1618,CE4881,2045,nitryl chloride,
1619,CE4881,2045,nitryl chloride,
1620,CE4888,2046,dopaminochrome,
1621,CE4888,2046,dopaminochrome,
1622,CE4890,2047,N-methylsalsolinol,
1623,CE4898,2048,13'-carboxy-gama-tocopherol,
1624,CE4898,2048,13'-carboxy-gama-tocopherol,
1625,CE4936,2050,N-acetyl-leukotriene E4,
1626,CE4936,2050,N-acetyl-leukotriene E4,
1627,CE4968,2052,isovalerylglycine,
1628,CE4969,2053,isobutyrylglycine,
1629,CE4970,2054,2-methylbutyrylglycine,
1630,CE4980,2055,Prostaglandin PGE2 glyceryl ester,
1631,CE4987,2056,"10,11-dihydro-leukotriene B4",
1632,CE4988,2057,"10,11-dihydro-12-epi-leukotriene B4",
1633,CE4988,2057,"10,11-dihydro-12-epi-leukotriene B4",
1634,CE4988,2057,"10,11-dihydro-12-epi-leukotriene B4",
1635,CE4988,2057,"10,11-dihydro-12-epi-leukotriene B4",
1636,CE4989,2058,"20-OH-10,11-dihydro-leukotriene B4",
1637,CE4989,2058,"20-OH-10,11-dihydro-leukotriene B4",
1638,CE4990,2059,12-oxo-leukotriene B4,
1639,CE4990,2059,12-oxo-leukotriene B4,
1640,CE4990,2059,12-oxo-leukotriene B4,
1641,CE4990,2059,12-oxo-leukotriene B4,
1642,CE4993,2060,"10,11-dihydro-12R-hydroxy-leukotriene C4",
1643,CE4993,2060,"10,11-dihydro-12R-hydroxy-leukotriene C4",
1644,CE4993,2060,"10,11-dihydro-12R-hydroxy-leukotriene C4",
1645,CE5013,2066,"14-hydroxy-4,14-retro-retinol",
1646,CE5014,2067,anhydroretinol,
1647,CE5016,2068,"13,14-dihydroxy-retinol",
1648,CE5021,2071,alpha-tocopheryl hydroquinone,
1649,CE5022,2072,alpha-tocopheryl quinone,
1650,CE5025,2073,5-S-glutathionyl-dopamine,
1651,CE5025,2073,5-S-glutathionyl-dopamine,
1652,CE5026,2074,5-S-glutathionyl-L-DOPA,
1653,CE5026,2074,5-S-glutathionyl-L-DOPA,
1654,CE5049,2075,one carbon unit,
1655,CE5068,2076,2-methylglutaconic acid,
1656,CE5072,2077,21-hydroxyallopregnanolone,
1657,CE5072,2077,21-hydroxyallopregnanolone,
1658,CE5079,2078,"1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3",
1659,CE5079,2078,"1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3",
1660,CE5082,2079,N-acetyl-L-cystathionine,
1661,CE5101,2080,1-phosphatidyl-1D-myo-inositol 5-phosphate(3-),
1662,CE5101,2080,1-phosphatidyl-1D-myo-inositol 5-phosphate(3-),
1663,CE5114,2081,"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",
1664,CE5114,2081,"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",
1665,CE5114,2081,"trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",
1666,CE5115,2082,"trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA",
1667,CE5115,2082,"trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA",
1668,CE5116,2083,"trans-3-cis-8,11,14-eicosatetraenoyl-CoA",
1669,CE5117,2084,"(3E,5Z,8Z)-tetradecatrienoyl-CoA",
1670,CE5118,2085,"trans-2-cis,cis-4,8-tetradecatrienoyl-CoA",
1671,CE5119,2086,trans-3-cis-8-tetradecadienoyl-CoA,
1672,CE5120,2087,trans-2-cis-8-tetradecadienoyl-CoA,
1673,CE5121,2088,trans-3-decenoyl-CoA,
1674,CE5121,2088,trans-3-decenoyl-CoA,
1675,CE5121,2088,trans-3-decenoyl-CoA,
1676,CE5122,2089,3(S)-phytanoyl-CoA,
1677,CE5122,2089,3(S)-phytanoyl-CoA,
1678,CE5123,2090,3(S)-2-hydroxyphytanoyl-CoA,
1679,CE5125,2092,(2S)-pristanoyl-CoA,
1680,CE5126,2093,(2R)-pristanoyl-CoA,
1681,CE5126,2093,(2R)-pristanoyl-CoA,
1682,CE5132,2095,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",
1683,CE5132,2095,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",
1684,CE5132,2095,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",
1685,CE5132,2095,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",
1686,CE5138,2097,12-oxo-20-hydroxy-leukotriene B4,
1687,CE5138,2097,12-oxo-20-hydroxy-leukotriene B4,
1688,CE5139,2098,12-oxo-20-dihydroxy-leukotriene B4,
1689,CE5139,2098,12-oxo-20-dihydroxy-leukotriene B4,
1690,CE5140,2099,12-oxo-20-trihydroxy-leukotriene B4,
1691,CE5140,2099,12-oxo-20-trihydroxy-leukotriene B4,
1692,CE5141,2100,"12,20-dioxo-leukotriene B4",
1693,CE5144,2101,3-oxo-11-cis-eicosenoyl-CoA,
1694,CE5144,2101,3-oxo-11-cis-eicosenoyl-CoA,
1695,CE5148,2102,3(S)-hydroxy-11-cis-eicosenoyl-CoA,
1696,CE5148,2102,3(S)-hydroxy-11-cis-eicosenoyl-CoA,
1697,CE5150,2103,"trans,cis-2,11-eicosadienoyl-CoA",
1698,CE5150,2103,"trans,cis-2,11-eicosadienoyl-CoA",
1699,CE5151,2104,11-cis-eicosenoyl-CoA,
1700,CE5151,2104,11-cis-eicosenoyl-CoA,
1701,CE5152,2105,3-oxo-13cis-docosenoyl-CoA,
1702,CE5152,2105,3-oxo-13cis-docosenoyl-CoA,
1703,CE5153,2106,3(S)-hydroxy-13cis-docosenoyl-CoA,
1704,CE5153,2106,3(S)-hydroxy-13cis-docosenoyl-CoA,
1705,CE5154,2107,"trans,cis-2,13-docosadienoyl-CoA",
1706,CE5154,2107,"trans,cis-2,13-docosadienoyl-CoA",
1707,CE5155,2108,cis-13-docosenoyl-CoA,
1708,CE5155,2108,cis-13-docosenoyl-CoA,
1709,CE5156,2109,3-oxo-cis-15-tetracosaenoyl-CoA,
1710,CE5156,2109,3-oxo-cis-15-tetracosaenoyl-CoA,
1711,CE5157,2110,3(S)-hydroxy-cis-15-tetracosaenoyl-CoA,
1712,CE5157,2110,3(S)-hydroxy-cis-15-tetracosaenoyl-CoA,
1713,CE5158,2111,"trans,cis-2,15-tetracosadienoyl-CoA",
1714,CE5158,2111,"trans,cis-2,15-tetracosadienoyl-CoA",
1715,CE5159,2112,cis-15-tetracosenoyl-CoA,
1716,CE5159,2112,cis-15-tetracosenoyl-CoA,
1717,CE5160,2113,3-oxo-cis-9-octadecenoyl-CoA,
1718,CE5160,2113,3-oxo-cis-9-octadecenoyl-CoA,
1719,CE5161,2114,3(S)-hydroxy-cis-9-octadecenoyl-CoA,
1720,CE5161,2114,3(S)-hydroxy-cis-9-octadecenoyl-CoA,
1721,CE5162,2115,"trans,cis-2,9-octadecadienoyl-CoA",
1722,CE5162,2115,"trans,cis-2,9-octadecadienoyl-CoA",
1723,CE5165,2116,25(R)-trihydroxycoprostanoyl-CoA,
1724,CE5165,2116,25(R)-trihydroxycoprostanoyl-CoA,
1725,CE5166,2117,25(S)-trihydroxycoprostanoyl-CoA,
1726,CE5166,2117,25(S)-trihydroxycoprostanoyl-CoA,
1727,CE5168,2118,"24(R),25(R)-varanoyl-CoA",
1728,CE5168,2118,"24(R),25(R)-varanoyl-CoA",
1729,CE5168,2118,"24(R),25(R)-varanoyl-CoA",
1730,CE5169,2119,24-oxo-25(R)-trihydroxycoprostanoyl-CoA,
1731,CE5169,2119,24-oxo-25(R)-trihydroxycoprostanoyl-CoA,
1732,CE5169,2119,24-oxo-25(R)-trihydroxycoprostanoyl-CoA,
1733,CE5178,2120,5-oxo-6-trans-leukotriene B4,
1734,CE5179,2121,"6,7-dihydro-5-oxo-leukotriene B4",
1735,CE5179,2121,"6,7-dihydro-5-oxo-leukotriene B4",
1736,CE5236,2123,O2'-4a-cyclic-tetrahydrobiopterin,
1737,CE5236,2123,O2'-4a-cyclic-tetrahydrobiopterin,
1738,CE5239,2124,2-hydroxy-17beta-estradiol-4-S-glutathione,
1739,CE5239,2124,2-hydroxy-17beta-estradiol-4-S-glutathione,
1740,CE5239,2124,2-hydroxy-17beta-estradiol-4-S-glutathione,
1741,CE5239,2124,2-hydroxy-17beta-estradiol-4-S-glutathione,
1742,CE5240,2125,2-hydroxyestrone-4-S-glutathione,
1743,CE5240,2125,2-hydroxyestrone-4-S-glutathione,
1744,CE5240,2125,2-hydroxyestrone-4-S-glutathione,
1745,CE5240,2125,2-hydroxyestrone-4-S-glutathione,
1746,CE5241,2126,2-hydroxy-17beta-estradiol-1-S-glutathione,
1747,CE5241,2126,2-hydroxy-17beta-estradiol-1-S-glutathione,
1748,CE5241,2126,2-hydroxy-17beta-estradiol-1-S-glutathione,
1749,CE5241,2126,2-hydroxy-17beta-estradiol-1-S-glutathione,
